Date,Temperature,Rainfall,Humidity,Water_Consumption,Reservoir_Level,Groundwater_Level,Pressure,Flow_Rate,Leakage_Status,Water_Shortage_Risk
2023-12-12,37.0,165.8,83,6353,23,11.4,21.6,39.4,Yes,Medium
2023-12-13,37.3,72.3,56,8911,61,33.0,22.6,119.1,Yes,Medium
2023-12-14,24.5,122.3,49,8530,50,22.7,60.3,87.9,No,Low
2023-12-15,37.2,13.5,56,6497,42,11.9,68.8,94.4,No,Medium
2023-12-16,31.3,244.5,73,6545,55,9.1,41.0,36.0,Yes,Low
2023-12-17,18.7,20.0,84,4746,32,5.9,69.5,103.9,No,Medium
2023-12-18,34.2,205.0,40,4918,40,30.0,20.6,106.6,Yes,Low
2023-12-19,40.6,118.0,63,3232,20,33.7,40.3,87.8,No,Medium
2023-12-20,24.4,58.2,56,8694,80,9.4,59.5,53.5,No,Low
2023-12-21,32.9,94.7,87,6799,94,32.2,71.4,35.9,Yes,Low
2023-12-22,38.8,118.3,89,7594,32,22.2,61.1,96.9,No,Medium
2023-12-23,32.2,23.0,61,4155,30,27.5,69.5,108.8,No,Medium
2023-12-24,42.6,126.0,56,7168,59,15.8,43.3,57.8,No,Medium
2023-12-25,37.5,119.5,37,7704,96,14.7,29.1,44.4,Yes,Medium
2023-12-26,18.4,79.1,74,7988,50,16.6,63.7,73.1,No,Low
2023-12-27,21.8,208.0,40,2651,59,16.9,49.0,97.9,No,Low
2023-12-28,25.2,148.0,77,3526,94,34.1,53.8,110.6,No,Low
2023-12-29,26.4,16.2,43,4131,46,38.1,37.0,103.2,No,Medium
2023-12-30,27.7,79.0,36,8198,35,16.5,69.2,45.8,No,Low
2023-12-31,28.2,22.2,57,2786,89,18.3,36.5,84.5,No,Low
2024-01-01,34.0,65.8,92,5415,42,14.0,36.1,80.6,No,Low
2024-01-02,36.8,179.4,30,6328,93,17.5,27.4,58.7,Yes,Low
2024-01-03,30.2,120.0,88,2198,20,32.8,64.0,43.5,Yes,Medium
2024-01-04,42.5,181.8,49,4125,66,10.3,45.7,67.6,No,Low
2024-01-05,27.7,231.4,43,3569,29,36.5,55.1,110.2,No,Medium
2024-01-06,30.7,213.2,92,6856,20,9.7,70.5,34.8,Yes,Low
2024-01-07,20.0,71.0,43,2446,75,36.2,23.5,42.2,Yes,Low
2024-01-08,27.8,91.4,47,7924,34,37.2,77.5,112.5,No,Medium
2024-01-09,44.3,55.3,94,7995,77,34.5,36.9,99.5,No,Medium
2024-01-10,30.4,219.7,54,3237,37,12.7,73.4,66.7,No,Low
2024-01-11,25.3,190.6,63,2506,76,31.7,66.6,105.5,No,Low
2024-01-12,40.5,150.8,36,7569,39,16.9,76.3,116.0,No,Medium
2024-01-13,36.6,66.5,42,4535,50,36.8,45.4,82.7,No,Medium
2024-01-14,26.2,220.3,74,3220,74,17.0,28.5,107.1,Yes,Low
2024-01-15,35.4,164.2,89,2070,96,22.1,20.3,42.3,Yes,Low
2024-01-16,32.0,160.3,82,6321,78,35.1,48.8,113.8,No,Low
2024-01-17,19.4,166.9,58,2659,27,27.3,36.6,73.2,No,Low
2024-01-18,19.5,18.8,67,6015,62,12.6,34.2,68.6,Yes,Low
2024-01-19,43.9,133.4,95,2568,78,10.1,53.4,32.4,Yes,Low
2024-01-20,24.1,221.9,80,6430,72,34.3,61.1,42.4,Yes,Low
2024-01-21,37.1,183.3,92,5429,39,21.8,56.1,39.7,Yes,Low
2024-01-22,18.5,55.9,91,3174,44,39.4,71.1,59.0,No,Low
2024-01-23,37.1,40.4,89,8324,59,37.3,51.0,97.7,No,Medium
2024-01-24,34.4,115.8,59,4550,53,18.5,46.3,67.0,No,Low
2024-01-25,41.8,217.7,89,5364,58,37.2,79.7,119.6,No,Medium
2024-01-26,27.3,79.5,61,3540,34,10.1,40.9,70.6,No,Low
2024-01-27,32.6,32.8,51,1697,66,19.8,75.5,103.4,No,Low
2024-01-28,36.2,211.4,60,4318,91,13.2,63.9,66.1,No,Low
2024-01-29,25.4,1.3,90,6521,57,32.7,39.9,88.8,No,Medium
2024-01-30,43.2,56.0,86,7422,64,10.0,47.9,53.1,No,Medium
2024-01-31,30.5,131.0,91,7794,74,18.2,67.3,105.1,No,Low
2024-02-01,37.1,133.3,53,1544,31,8.2,39.4,43.1,Yes,Medium
2024-02-02,22.5,152.2,93,5657,59,8.3,28.6,32.7,Yes,Low
2024-02-03,23.7,168.0,57,2970,21,23.0,29.1,77.2,Yes,Low
2024-02-04,33.2,60.5,67,4132,95,13.6,51.6,94.1,No,Low
2024-02-05,37.9,20.8,81,2861,99,7.3,45.7,40.8,Yes,Medium
2024-02-06,24.6,194.7,56,6357,44,9.1,40.0,39.1,Yes,Low
2024-02-07,41.9,167.7,40,5391,22,31.4,37.4,109.8,No,Medium
2024-02-08,18.4,248.9,80,1803,86,18.5,22.8,90.6,Yes,Low
2024-02-09,43.2,9.8,41,6106,95,24.4,48.2,75.3,No,Medium
2024-02-10,33.9,148.0,31,8583,37,29.2,69.9,78.1,No,Low
2024-02-11,40.7,27.9,72,4082,28,25.5,62.9,116.9,No,Medium
2024-02-12,35.3,164.9,57,6841,87,18.2,54.0,80.2,No,Low
2024-02-13,19.6,54.4,95,7663,32,23.1,76.0,47.9,No,Medium
2024-02-14,36.8,145.6,63,4098,69,21.9,40.4,68.2,No,Low
2024-02-15,39.3,51.7,47,1747,86,23.8,30.9,43.2,Yes,Low
2024-02-16,20.6,129.1,85,7078,62,36.7,74.5,76.8,No,Medium
2024-02-17,40.5,7.6,94,1890,72,6.2,43.4,71.3,No,Medium
2024-02-18,27.0,38.5,30,7017,93,12.8,51.3,68.2,No,Low
2024-02-19,33.2,114.6,41,3817,81,6.5,37.5,52.9,No,Low
2024-02-20,24.1,101.9,30,3211,96,10.7,73.8,42.1,Yes,Low
2024-02-21,26.8,22.5,49,5611,32,11.2,34.0,35.0,Yes,Medium
2024-02-22,36.9,178.5,84,4608,76,24.4,72.4,103.0,No,Low
2024-02-23,41.7,140.0,71,8151,58,13.0,32.6,66.9,Yes,Medium
2024-02-24,33.0,120.9,64,3780,47,15.7,45.9,98.3,No,Low
2024-02-25,33.5,220.0,66,3452,36,26.3,67.7,83.3,No,Low
2024-02-26,33.7,22.1,42,8734,72,33.8,32.0,89.9,Yes,Medium
2024-02-27,23.3,224.5,85,6124,64,39.9,71.2,64.9,No,Low
2024-02-28,40.2,89.8,86,8195,43,28.4,76.2,117.4,No,Medium
2024-02-29,41.7,125.7,63,8277,46,31.9,55.0,36.8,Yes,Medium
2024-03-01,20.8,223.8,81,1837,59,9.8,45.3,79.7,No,Low
2024-03-02,32.2,14.2,41,6186,86,15.0,68.1,61.9,No,Low
2024-03-03,31.8,216.7,78,6595,49,18.2,52.1,94.0,No,Low
2024-03-04,39.0,54.7,80,3643,83,23.0,45.0,102.0,No,Low
2024-03-05,25.7,106.5,91,7231,84,12.4,26.5,102.0,Yes,Low
2024-03-06,35.0,102.5,53,4273,41,14.4,75.5,62.9,No,Low
2024-03-07,31.5,111.1,94,6281,37,26.4,55.8,69.6,No,Low
2024-03-08,30.0,60.6,87,5262,26,9.3,43.7,98.5,No,Low
2024-03-09,42.9,48.8,69,3076,57,25.2,46.3,37.0,Yes,Low
2024-03-10,32.4,69.6,64,6539,52,25.8,72.4,36.2,Yes,Low
2024-03-11,37.5,238.2,62,8374,88,19.1,57.0,42.4,Yes,Medium
2024-03-12,23.2,158.4,81,7247,44,17.7,33.8,35.8,Yes,Low
2024-03-13,20.1,202.0,45,2477,56,5.8,74.2,85.6,No,Low
2024-03-14,26.6,84.5,66,8887,72,11.6,30.1,73.8,Yes,Low
2024-03-15,20.0,187.2,62,3376,60,26.0,42.4,86.4,No,Low
2024-03-16,26.8,243.9,47,1905,98,26.1,56.3,75.0,No,Low
2024-03-17,22.5,84.7,79,7308,77,13.0,72.9,109.4,No,Low
2024-03-18,28.4,174.7,45,6649,24,19.9,74.0,35.5,Yes,Low
2024-03-19,43.5,194.4,45,8356,34,12.0,73.8,46.4,No,Medium
2024-03-20,20.4,107.2,46,7933,68,34.6,25.6,56.0,Yes,Medium
2024-03-21,24.2,84.8,85,3669,28,34.1,26.4,55.5,Yes,Medium
2024-03-22,25.9,34.4,72,5385,41,26.8,43.6,61.7,No,Low
2024-03-23,38.7,166.0,75,6038,74,37.7,69.2,45.9,No,Medium
2024-03-24,35.8,172.6,87,3154,35,22.3,43.0,89.1,No,Low
2024-03-25,27.5,73.3,44,6045,20,26.7,30.5,72.5,Yes,Low
2024-03-26,19.0,124.6,66,7455,46,12.7,42.9,89.7,No,Low
2024-03-27,19.7,3.6,51,7141,36,20.1,22.6,84.1,Yes,Medium
2024-03-28,44.2,160.7,88,4987,84,21.6,27.1,76.0,Yes,Low
2024-03-29,37.3,139.8,47,5391,91,5.6,53.9,85.5,No,Low
2024-03-30,29.7,111.7,72,7250,88,5.5,53.4,65.1,No,Low
2024-03-31,38.2,245.4,60,8023,92,22.2,52.5,79.3,No,Medium
2024-04-01,24.5,199.2,58,6729,76,22.9,52.6,115.5,No,Low
2024-04-02,43.2,65.3,43,3859,45,37.6,44.0,41.4,Yes,Medium
2024-04-03,41.8,157.6,67,5198,70,9.8,61.3,106.1,No,Low
2024-04-04,32.4,195.2,43,8144,66,5.8,68.5,90.1,No,Low
2024-04-05,19.7,211.0,31,1546,30,29.4,57.2,85.0,No,Low
2024-04-06,37.4,226.7,71,6712,83,28.3,44.6,58.4,No,Low
2024-04-07,24.5,2.1,59,6086,93,32.1,50.9,89.1,No,Medium
2024-04-08,26.0,82.0,40,5488,97,25.8,20.5,113.4,Yes,Low
2024-04-09,26.6,58.0,35,7566,71,31.3,44.4,59.8,No,Medium
2024-04-10,21.3,39.7,52,1830,96,10.9,55.8,105.1,No,Low
2024-04-11,38.7,103.7,62,4164,55,5.7,76.4,102.5,No,Low
2024-04-12,34.0,169.9,64,8452,31,39.6,51.2,42.2,Yes,Medium
2024-04-13,21.5,56.8,62,3646,40,11.4,65.2,35.6,Yes,Low
2024-04-14,40.3,94.2,58,8608,80,14.0,57.3,101.8,No,Medium
2024-04-15,23.5,248.5,43,5923,68,13.9,73.3,44.5,Yes,Low
2024-04-16,30.0,73.0,72,2099,52,26.8,77.4,53.7,No,Low
2024-04-17,22.2,117.0,36,3041,71,5.8,28.1,78.4,Yes,Low
2024-04-18,24.9,227.3,44,4342,24,16.5,36.1,42.4,Yes,Low
2024-04-19,39.8,3.7,41,6741,31,28.6,69.7,114.5,No,Medium
2024-04-20,18.2,135.8,95,3396,26,26.1,27.8,60.8,Yes,Low
2024-04-21,39.1,213.6,61,8328,64,21.5,69.1,38.9,Yes,Medium
2024-04-22,43.3,72.6,72,2226,41,15.2,65.6,88.7,No,Low
2024-04-23,36.2,19.8,66,6787,97,37.7,51.8,61.6,No,Medium
2024-04-24,32.1,242.1,41,6873,20,32.4,35.9,115.3,No,Medium
2024-04-25,20.6,142.2,59,7359,34,15.3,33.7,110.7,Yes,Medium
2024-04-26,20.7,199.5,46,8604,24,25.3,48.7,52.9,No,Medium
2024-04-27,26.0,113.5,55,7676,81,8.4,73.4,85.7,No,Low
2024-04-28,43.1,6.9,32,8225,89,28.6,32.3,71.0,Yes,Medium
2024-04-29,32.6,111.0,40,8062,23,23.0,65.2,119.7,No,Medium
2024-04-30,32.4,59.7,47,8780,76,32.7,59.7,49.4,No,Medium
2024-05-01,19.3,232.5,40,3467,53,8.5,68.0,30.4,Yes,Low
2024-05-02,23.5,121.5,71,3577,66,5.2,37.7,52.8,No,Low
2024-05-03,24.5,145.0,76,4483,76,17.3,63.6,52.1,No,Low
2024-05-04,30.5,34.8,93,8512,96,24.1,33.5,102.3,Yes,Low
2024-05-05,21.8,79.0,84,8443,68,12.5,68.7,55.1,No,Low
2024-05-06,30.3,1.7,66,2909,95,31.1,75.4,40.6,Yes,Medium
2024-05-07,37.1,41.0,81,8210,66,31.8,24.1,114.9,Yes,Medium
2024-05-08,44.1,130.1,68,2918,96,10.4,21.9,66.3,Yes,Low
2024-05-09,25.6,145.5,41,5155,30,21.7,35.2,69.6,No,Low
2024-05-10,20.4,13.0,79,5047,40,16.5,51.5,63.4,No,Low
2024-05-11,36.8,85.7,67,2315,83,12.9,47.4,113.3,No,Low
2024-05-12,44.4,87.1,33,4605,40,6.6,60.3,79.0,No,Low
2024-05-13,21.5,132.2,63,3412,92,25.7,51.9,107.6,No,Low
2024-05-14,24.5,50.9,58,4052,45,26.8,48.0,100.7,No,Low
2024-05-15,25.0,73.5,51,8962,41,34.3,28.3,76.7,Yes,Medium
2024-05-16,21.0,137.7,86,4954,50,28.0,43.8,60.5,No,Low
2024-05-17,44.9,53.9,45,2205,46,22.9,66.6,61.0,No,Low
2024-05-18,33.2,6.5,70,5433,80,32.8,20.5,78.5,Yes,Medium
2024-05-19,21.3,230.1,70,2903,96,34.5,24.2,64.7,Yes,Low
2024-05-20,30.7,27.1,54,7382,92,8.2,75.9,49.6,No,Medium
2024-05-21,18.6,150.5,66,7900,65,35.2,57.4,87.9,No,Medium
2024-05-22,24.0,124.7,47,8142,22,18.1,70.1,60.6,No,Medium
2024-05-23,25.0,119.6,91,2205,81,12.4,49.0,106.8,No,Low
2024-05-24,39.6,159.1,65,7679,56,23.7,38.5,61.6,No,Medium
2024-05-25,22.3,240.7,59,7633,86,35.1,26.2,67.4,Yes,Medium
2024-05-26,24.8,78.5,87,6663,82,34.4,46.2,54.9,No,Low
2024-05-27,40.9,56.2,34,2100,37,23.5,75.2,33.0,Yes,Low
2024-05-28,43.8,79.9,89,2340,99,17.9,26.7,109.6,Yes,Low
2024-05-29,18.2,205.0,41,2674,26,25.7,25.0,101.5,Yes,Low
2024-05-30,43.6,144.1,84,5920,20,32.5,53.5,79.4,No,Medium
2024-05-31,18.0,37.1,76,3607,64,21.9,21.2,102.1,Yes,Low
2024-06-01,40.5,71.5,83,7377,37,13.2,31.0,85.5,Yes,Medium
2024-06-02,25.6,115.9,49,3386,78,10.6,75.6,93.3,No,Low
2024-06-03,28.0,70.2,78,4171,59,17.7,76.0,107.2,No,Low
2024-06-04,38.0,174.1,51,2675,42,39.7,50.0,101.8,No,Medium
2024-06-05,22.9,243.1,51,6992,84,15.1,29.4,92.9,Yes,Low
2024-06-06,32.4,112.2,88,2640,54,27.9,56.8,79.8,No,Low
2024-06-07,28.0,132.0,36,4970,41,36.1,67.7,108.9,No,Low
2024-06-08,42.6,182.5,70,5691,23,38.2,57.7,94.0,No,Medium
2024-06-09,44.9,126.3,42,3012,92,30.4,31.7,42.8,Yes,Medium
2024-06-10,42.4,187.3,43,3259,36,10.2,29.3,82.7,Yes,Low
2024-06-11,25.4,222.9,35,6902,79,10.6,66.3,71.1,No,Low
2024-06-12,26.8,240.6,72,4815,82,35.2,59.7,37.3,Yes,Low
2024-06-13,41.7,215.4,43,4429,50,24.5,33.6,33.5,Yes,Low
2024-06-14,38.5,231.5,33,8392,43,39.7,75.6,80.0,No,Medium
2024-06-15,20.8,54.8,69,6608,92,25.1,71.9,105.2,No,Low
2024-06-16,27.1,237.5,62,2342,66,18.0,76.7,110.2,No,Low
2024-06-17,44.2,101.5,92,7595,83,8.2,39.0,38.6,Yes,Medium
2024-06-18,33.6,198.5,47,8861,57,34.1,46.5,99.2,No,Medium
2024-06-19,19.0,163.0,66,5829,96,40.0,27.0,51.7,Yes,Low
2024-06-20,29.7,10.6,91,4588,87,18.9,61.6,59.0,No,Low
2024-06-21,44.5,97.0,45,5537,48,33.3,66.4,110.2,No,Medium
2024-06-22,28.6,184.1,60,4278,76,37.8,35.4,88.1,No,Low
2024-06-23,25.7,86.2,37,8567,88,14.3,21.1,65.5,Yes,Low
2024-06-24,44.8,10.9,53,5261,93,13.3,48.9,98.3,No,Medium
2024-06-25,24.8,188.4,33,1772,90,9.7,58.4,69.2,No,Low
2024-06-26,27.1,79.1,87,3123,36,38.3,79.1,91.0,No,Low
2024-06-27,38.1,61.8,55,5247,67,10.5,27.7,89.6,Yes,Low
2024-06-28,41.1,70.1,48,1889,61,28.2,71.7,61.7,No,Low
2024-06-29,42.2,187.9,94,4102,76,25.1,74.5,51.0,No,Low
2024-06-30,18.4,42.2,65,3918,28,28.7,27.2,41.3,Yes,Low
2024-07-01,39.1,75.0,78,2444,32,21.6,41.5,74.2,No,Medium
2024-07-02,35.7,124.1,82,5302,87,8.8,74.4,77.5,No,Low
2024-07-03,27.6,97.0,88,3565,20,11.9,49.7,93.6,No,Low
2024-07-04,43.7,64.5,93,7611,67,17.3,37.2,76.3,No,Medium
2024-07-05,25.7,59.1,41,2373,27,34.2,21.9,36.3,Yes,Medium
2024-07-06,26.4,137.0,51,3253,37,17.0,78.0,42.4,Yes,Low
2024-07-07,40.7,198.2,90,6032,29,28.5,72.7,49.3,No,Medium
2024-07-08,30.9,23.3,79,5969,73,23.2,50.4,39.5,Yes,Low
2024-07-09,28.2,99.2,36,4167,77,23.8,25.7,91.7,Yes,Low
2024-07-10,37.0,136.8,58,6019,87,5.7,32.2,47.3,Yes,Low
2024-07-11,44.0,58.9,34,6188,79,15.7,48.8,58.3,No,Low
2024-07-12,30.3,244.6,56,4774,51,6.9,38.7,53.4,No,Low
2024-07-13,34.5,236.7,80,8181,47,17.4,58.0,105.4,No,Low
2024-07-14,29.7,105.1,72,8437,72,14.0,72.8,97.0,No,Low
2024-07-15,33.7,134.3,31,8877,93,9.3,64.5,31.1,Yes,Low
2024-07-16,24.4,203.1,53,3063,56,30.2,52.1,89.0,No,Low
2024-07-17,40.9,34.5,65,1893,63,19.5,40.4,75.4,No,Low
2024-07-18,34.2,83.6,73,4482,37,20.6,77.6,90.0,No,Low
2024-07-19,44.2,184.7,36,2266,48,6.6,75.3,105.1,No,Low
2024-07-20,34.0,114.3,45,2132,26,35.0,77.0,92.2,No,Medium
2024-07-21,37.2,76.5,33,8256,86,32.6,62.5,63.6,No,Medium
2024-07-22,26.6,234.9,54,4236,28,39.2,45.3,33.4,Yes,Medium
2024-07-23,22.4,55.4,60,5179,26,33.5,71.2,42.2,Yes,Medium
2024-07-24,40.8,41.3,69,3456,67,37.3,27.1,107.2,Yes,Medium
2024-07-25,37.0,111.4,63,7037,31,17.3,55.3,103.9,No,Medium
2024-07-26,43.5,141.2,39,6895,97,25.6,62.5,45.3,No,Low
2024-07-27,20.5,131.8,43,8523,25,31.1,60.3,34.5,Yes,Medium
2024-07-28,38.0,151.9,30,8103,33,17.4,46.8,37.5,Yes,Medium
2024-07-29,28.2,199.1,52,8678,88,36.9,34.2,70.9,Yes,Medium
2024-07-30,19.5,229.6,68,3358,89,12.2,53.6,38.6,Yes,Low
2024-07-31,33.4,168.3,72,7221,26,30.1,45.5,86.7,No,Medium
2024-08-01,44.1,51.4,61,2257,99,9.6,65.3,55.6,No,Low
2024-08-02,41.6,235.7,75,8039,83,36.6,45.5,73.1,No,Medium
2024-08-03,42.3,117.9,90,1973,78,32.5,40.4,97.1,No,Medium
2024-08-04,37.8,134.2,73,8171,21,29.0,67.8,33.0,Yes,Medium
2024-08-05,34.9,7.0,65,6742,77,29.6,35.5,107.7,No,Low
2024-08-06,23.7,232.6,71,1894,81,29.5,71.3,98.2,No,Low
2024-08-07,36.2,14.5,63,5368,73,37.1,28.1,56.9,Yes,Medium
2024-08-08,40.6,202.9,74,3750,92,8.1,55.0,90.3,No,Low
2024-08-09,23.8,7.0,67,4778,56,8.3,38.8,110.7,No,Low
2024-08-10,37.5,84.6,71,7123,58,37.7,58.0,72.4,No,Medium
2024-08-11,43.5,63.2,75,4370,46,33.0,30.8,72.2,Yes,Medium
2024-08-12,29.6,128.4,73,7659,47,27.4,20.1,116.1,Yes,Low
2024-08-13,43.7,133.7,51,6062,75,28.7,20.4,37.5,Yes,Low
2024-08-14,19.9,23.6,40,6765,27,14.6,55.1,48.1,No,Medium
2024-08-15,36.2,84.2,90,2770,40,32.0,30.9,50.0,Yes,Medium
2024-08-16,18.9,219.2,54,8968,41,8.7,64.6,66.0,No,Low
2024-08-17,38.5,8.0,88,6129,63,18.8,75.4,106.3,No,Medium
2024-08-18,31.9,121.7,72,6738,48,18.8,37.6,109.5,No,Low
2024-08-19,21.0,203.3,37,7058,53,18.6,70.9,101.7,No,Low
2024-08-20,25.0,142.0,30,1860,76,18.6,69.8,41.1,Yes,Low
2024-08-21,37.5,112.3,87,5800,47,25.8,32.0,90.6,Yes,Low
2024-08-22,29.6,42.2,83,1830,56,20.3,67.7,105.4,No,Low
2024-08-23,35.6,28.6,59,7144,76,8.0,49.0,86.5,No,Medium
2024-08-24,27.4,231.7,34,3476,31,5.1,63.3,115.7,No,Low
2024-08-25,20.3,124.2,42,8469,40,37.5,31.6,57.0,Yes,Medium
2024-08-26,38.2,168.9,79,5990,87,25.9,70.7,92.2,No,Low
2024-08-27,41.2,68.3,87,7381,86,27.8,29.1,99.7,Yes,Medium
2024-08-28,38.3,6.2,72,5453,65,5.8,46.2,97.9,No,Medium
2024-08-29,30.1,97.2,60,2022,45,32.7,42.5,46.3,No,Low
2024-08-30,30.1,27.9,30,3221,61,10.4,66.2,62.8,No,Low
2024-08-31,39.2,209.0,71,5634,76,25.0,65.6,38.2,Yes,Low
2024-09-01,31.0,228.0,68,6988,90,25.6,52.6,112.6,No,Low
2024-09-02,40.9,152.7,84,1853,94,12.5,69.7,102.5,No,Low
2024-09-03,26.7,249.7,33,1701,66,5.5,55.8,47.5,No,Low
2024-09-04,24.6,135.4,69,2288,32,14.4,57.2,100.8,No,Low
2024-09-05,40.3,132.3,40,3450,25,6.7,36.6,94.4,No,Medium
2024-09-06,23.4,122.1,89,7903,71,13.3,39.1,56.1,No,Low
2024-09-07,23.0,15.9,34,4257,98,31.6,22.8,97.1,Yes,Medium
2024-09-08,25.3,104.6,86,4983,95,17.7,38.5,93.6,No,Low
2024-09-09,33.8,125.6,89,4242,56,24.6,23.6,111.5,Yes,Low
2024-09-10,24.7,24.6,42,8153,46,33.6,71.7,63.3,No,Medium
2024-09-11,42.2,96.1,61,4865,87,16.6,29.8,67.8,Yes,Low
2024-09-12,21.1,195.9,81,7815,44,7.3,31.4,67.7,Yes,Low
2024-09-13,37.1,237.3,80,6773,38,33.0,50.8,94.3,No,Medium
2024-09-14,32.0,51.3,34,1776,67,15.7,59.0,48.9,No,Low
2024-09-15,32.0,146.9,31,8006,34,14.6,30.7,73.7,Yes,Medium
2024-09-16,27.1,206.4,86,6792,92,35.3,56.7,88.5,No,Low
2024-09-17,27.0,27.1,76,6502,76,7.1,36.2,115.4,No,Low
2024-09-18,35.3,208.2,85,6235,31,9.0,76.0,77.1,No,Low
2024-09-19,35.2,160.0,77,4778,76,33.2,56.9,114.6,No,Low
2024-09-20,38.1,58.5,90,2023,91,14.2,71.8,93.9,No,Low
2024-09-21,38.7,219.0,44,3415,58,13.4,51.6,78.4,No,Low
2024-09-22,35.5,109.9,64,5959,84,35.2,41.9,36.4,Yes,Low
2024-09-23,24.7,2.2,42,3808,81,16.4,70.2,59.7,No,Low
2024-09-24,37.0,183.8,43,4443,64,23.6,51.7,81.4,No,Low
2024-09-25,29.1,98.5,63,6350,96,15.2,44.5,38.4,Yes,Low
2024-09-26,42.7,30.4,82,5605,91,16.4,61.8,38.0,Yes,Low
2024-09-27,31.0,233.4,92,1659,34,17.4,75.1,95.4,No,Low
2024-09-28,29.4,72.0,80,6476,28,33.2,42.5,74.1,No,Medium
2024-09-29,33.2,231.9,53,7767,52,22.7,29.2,73.1,Yes,Low
2024-09-30,28.4,10.4,63,8072,32,10.3,41.7,85.4,No,Medium
2024-10-01,35.7,40.7,64,7947,28,35.0,34.7,71.7,Yes,Medium
2024-10-02,18.6,61.3,47,7197,58,8.0,40.5,53.6,No,Low
2024-10-03,26.7,192.6,72,1577,47,22.2,72.5,113.1,No,Low
2024-10-04,38.5,57.5,86,1547,50,5.6,53.7,56.6,No,Low
2024-10-05,32.5,229.5,32,7287,59,22.9,27.6,31.0,Yes,Low
2024-10-06,39.0,40.2,84,3933,21,26.4,50.7,108.6,No,Medium
2024-10-07,38.4,151.9,52,8330,60,30.8,56.1,116.5,No,Medium
2024-10-08,30.7,125.0,81,2307,87,13.6,36.4,114.3,No,Low
2024-10-09,20.7,136.9,88,4613,20,5.1,28.5,30.3,Yes,Low
2024-10-10,44.3,127.3,58,3144,22,23.2,27.5,79.6,Yes,Medium
2024-10-11,19.0,6.2,46,7076,22,24.4,20.3,85.3,Yes,Medium
2024-10-12,19.0,137.9,57,5564,64,30.1,49.5,31.2,Yes,Low
2024-10-13,22.2,55.8,81,2601,55,6.8,29.0,101.5,Yes,Low
2024-10-14,19.2,235.3,72,8020,89,27.0,70.9,87.7,No,Low
2024-10-15,44.2,174.9,94,6270,31,33.9,31.2,65.3,Yes,Medium
2024-10-16,41.1,136.0,73,5321,68,6.9,29.2,84.1,Yes,Low
2024-10-17,38.9,116.5,93,7631,71,33.1,47.1,96.7,No,Medium
2024-10-18,33.6,209.0,68,3677,26,8.5,70.9,56.7,No,Low
2024-10-19,37.7,41.2,63,2019,21,30.3,54.3,50.6,No,Medium
2024-10-20,20.6,59.9,38,5692,28,5.6,21.8,81.0,Yes,Low
2024-10-21,31.3,144.0,49,3348,87,11.2,53.4,118.6,No,Low
2024-10-22,40.4,111.1,36,3453,85,13.1,72.5,71.5,No,Low
2024-10-23,27.0,216.4,85,4072,52,7.9,55.9,84.4,No,Low
2024-10-24,42.8,183.8,39,6870,39,33.3,49.1,88.5,No,Medium
2024-10-25,26.2,42.5,77,1914,40,21.2,49.9,62.3,No,Low
2024-10-26,27.5,112.6,73,7080,95,20.2,54.1,70.8,No,Low
2024-10-27,24.3,117.2,35,3868,46,13.8,51.2,47.6,No,Low
2024-10-28,43.1,235.2,91,7538,52,8.9,66.7,97.6,No,Medium
2024-10-29,35.8,173.0,84,6663,22,38.4,39.5,59.4,No,Medium
2024-10-30,21.6,239.0,58,3647,71,29.6,39.7,61.2,No,Low
2024-10-31,30.8,70.8,88,6233,76,6.5,60.0,35.3,Yes,Low
2024-11-01,29.5,201.1,93,2834,93,14.2,78.9,43.4,Yes,Low
2024-11-02,27.8,181.4,33,2886,96,39.3,34.9,30.1,Yes,Low
2024-11-03,27.9,197.0,95,7730,67,28.1,26.8,71.2,Yes,Low
2024-11-04,41.1,107.4,84,8957,57,6.3,46.4,117.9,No,Medium
2024-11-05,20.3,76.3,42,5237,35,11.0,42.4,48.7,No,Low
2024-11-06,21.9,165.8,42,3882,76,5.3,24.4,114.2,Yes,Low
2024-11-07,21.7,63.1,49,6681,79,16.5,46.4,53.0,No,Low
2024-11-08,24.0,191.2,43,5717,91,17.5,40.2,77.2,No,Low
2024-11-09,21.5,139.5,76,3653,63,18.9,51.5,90.5,No,Low
2024-11-10,20.9,46.6,65,4933,97,29.6,58.7,70.8,No,Low
2024-11-11,41.4,55.6,69,3329,96,35.2,42.6,75.8,No,Medium
2024-11-12,25.3,167.5,57,7430,91,12.7,22.3,99.4,Yes,Low
2024-11-13,23.2,157.4,80,8079,46,16.8,38.5,72.4,No,Low
2024-11-14,41.9,63.8,33,5764,62,32.6,34.5,50.1,Yes,Medium
2024-11-15,29.5,163.2,89,4022,73,17.0,40.8,63.1,No,Low
2024-11-16,20.2,132.9,89,6052,61,24.0,29.8,85.6,Yes,Low
2024-11-17,37.6,221.5,88,7666,45,27.6,26.1,34.1,Yes,Medium
2024-11-18,31.5,89.6,35,2913,53,11.0,44.7,65.5,No,Low
2024-11-19,40.7,172.4,68,8480,86,11.3,26.6,95.8,Yes,Medium
2024-11-20,32.8,139.5,91,8741,84,28.8,66.6,60.3,No,Low
2024-11-21,32.9,237.3,68,4317,34,34.9,75.2,44.4,Yes,Medium
2024-11-22,34.7,244.3,40,3597,22,7.2,35.0,101.9,No,Low
